Tamanho da Janela:20
[M, M, M, H, H, H, M] 14/11/2000 - 12/12/2000 8.660254037844387 BearFlag
[R, R, M, H, H, H, M] 2/1/2002 - 30/1/2002 8.660254037844387 Cup
[R, R, R, R, M, M, H] 29/4/2002 - 24/5/2002 8.660254037844387 BullFlag
[R, R, M, H, H, H, M] 13/12/2002 - 13/1/2003 8.660254037844387 Cup
[M, M, M, H, H, H, M] 9/5/2003 - 6/6/2003 8.660254037844387 BearFlag
[R, R, M, H, H, H, H] 13/10/2004 - 9/11/2004 7.0710678118654755 BearFlag
[R, M, M, H, H, H, M] 6/4/2005 - 3/5/2005 7.0710678118654755 BearFlag
[R, R, H, H, M, H, H] 9/7/2008 - 5/8/2008 7.0710678118654755 BearFlag
[W, R, C, H, R, H, C] 2/10/2008 - 29/10/2008 7.0710678118654755 DoubleBottom
